,Solo,Naive,Sensitive,Adjust
0,7.874000000000072,50.73000000000006,12.254000000000064,2.206000000000015
1,-4.480000000000008,47.53199999999999,-7.48000000000001,0.049999999999987166
2,14.971999999999998,26.8440000000002,-4.708000000000002,-5.358000000000002
3,-0.32499999999999984,28.81899999999996,6.336999999999984,-8.994000000000026
4,13.302000000000067,90.68200000000006,9.920000000000048,-4.649999999999952
5,-8.010000000000018,78.496,-1.7810000000000183,-8.745000000000013
6,-1.0280000000000022,-6.3480000000000025,-10.964000000000002,-15.219999999999931
7,10.192999999999978,1.5670000000000068,-2.5479999999999943,4.559999999999982
8,-6.745999999999974,95.39800000000007,6.158000000000042,2.1100000000000048
9,-7.468000000000017,70.508,-6.456000000000014,-1.5280000000000182
10,2.3759999999999977,-2.0920000000000023,-2.0920000000000023,-4.368000000000002
11,-2.735000000000024,1.150000000000003,-3.2529999999999966,-5.440000000000018
12,-0.7459999999999982,85.01600000000006,6.064000000000068,2.8740000000000023
13,-0.7450000000000102,75.267,-0.7330000000000099,1.519999999999988
14,2.1099999999999977,2.1099999999999977,-8.826000000000002,-9.422000000000002
15,-2.325000000000002,1.969999999999982,-3.921999999999992,-7.663000000000016
16,1.348000000000014,85.77800000000006,1.396000000000012,2.350000000000015
17,-11.251000000000017,82.99,-11.516000000000018,-9.998000000000015
18,-4.762000000000002,-3.5600000000000023,-3.3480000000000025,5.2479999999999976
19,0.9700000000000041,1.488000000000007,-8.994000000000034,3.336999999999997
20,0.6340000000000128,84.82600000000006,-2.5099999999999985,-6.269999999999982
21,-1.2510000000000123,75.038,-2.769000000000013,-0.7450000000000072
22,-12.156000000000002,0.38599999999999746,7.843999999999998,-6.954000000000002
23,-3.9940000000000264,10.523999999999976,-7.073000000000003,4.710999999999988
24,2.682000000000011,83.54000000000006,-0.17399999999999327,-4.8419999999999686
25,-1.4800000000000115,82.761,3.772999999999996,1.9659999999999895
26,7.769999999999998,-3.900000000000002,-1.2840000000000025,-1.4860000000000024
27,-7.807000000000036,1.3010000000000086,-4.771000000000031,3.264999999999994
28,1.3960000000000128,82.87200000000006,6.2560000000000375,-9.555999999999944
29,-5.287000000000017,85.002,-0.5520000000000093,3.6889999999999903
30,-4.954000000000002,6.641999999999998,-4.826000000000002,-7.826000000000002
31,-8.440000000000033,1.0060000000000078,-3.367999999999999,7.07799999999998
32,8.064000000000062,85.92000000000006,-0.7939999999999929,1.1580000000000017
33,5.266999999999983,81.279,2.2429999999999852,2.9539999999999886
34,-1.7620000000000022,-2.2840000000000025,-11.550000000000002,-1.0920000000000023
35,4.60299999999997,5.632000000000001,0.3370000000000136,-3.8070000000000004
36,2.9680000000000013,88.39800000000007,-1.5559999999999738,4.016000000000011
37,-6.516000000000015,89.496,-2.2510000000000128,-6.50400000000001
38,0.37599999999999767,4.375999999999998,4.705999999999998,3.2479999999999976
