,Solo,Naive,Sensitive,Adjust
0,-9.005999999999979,7.0300000000000065,14.030000000000054,1.475999999999991
1,10.90299999999999,-0.836000000000004,18.413000000000057,3.4129999999999945
2,6.922000000000049,77.47600000000004,62.789000000000044,3.71699999999999
3,9.064000000000064,79.68200000000006,-4.507999999999992,7.25200000000002
4,16.47600000000002,-3.7649999999999975,2.367999999999995,-4.0779999999999985
5,-2.341999999999994,4.1479999999999935,-5.836000000000001,-5.574999999999992
6,-0.7650000000000048,79.99400000000004,1.2709999999999932,12.476000000000038
7,-2.029999999999965,79.96800000000006,10.39600000000004,4.634000000000004
8,8.850000000000025,3.0659999999999883,-0.5240000000000091,3.2710000000000106
9,-4.586999999999998,3.1599999999999966,0.15999999999999215,-8.602999999999996
10,5.306999999999998,84.19900000000004,-0.35500000000000964,6.5480000000000045
11,-1.5079999999999982,91.87400000000007,2.3500000000000028,6.3000000000000504
12,8.368000000000007,1.1989999999999958,-7.113999999999981,11.512000000000016
13,-0.8280000000000086,12.66599999999995,4.65400000000002,-2.8360000000000056
14,6.548000000000034,80.71700000000004,-1.934000000000005,2.2709999999999995
15,13.20600000000004,81.35000000000007,10.398000000000017,1.158000000000008
16,-9.631999999999989,5.030000000000002,7.368000000000039,7.609000000000039
17,0.9150000000000152,4.404999999999994,-7.590999999999968,2.9230000000000094
18,4.584000000000041,71.71700000000004,0.029999999999990257,0.8249999999999927
19,-2.983999999999987,74.01400000000005,-1.3639999999999977,5.540000000000022
20,4.814000000000011,6.753,9.825000000000042,-8.005999999999979
21,-0.587000000000007,4.417000000000007,0.16799999999999216,3.412999999999991
22,8.476,93.13800000000005,0.3429999999999973,12.645000000000042
23,4.586000000000016,89.30200000000006,0.5860000000000016,7.9680000000000355
24,3.30700000000002,10.548000000000037,4.9580000000000135,-0.00600000000000811
25,2.1719999999999957,-2.5910000000000077,-2.3220000000000085,3.1560000000000112
26,3.030000000000015,95.27100000000004,0.7169999999999959,7.271000000000017
27,2.9680000000000066,75.20600000000006,-0.5559999999999983,-0.8899999999999983
28,10.512000000000047,-3.174999999999998,2.645000000000006,0.860999999999991
29,3.4169999999999954,1.1759999999999913,5.168000000000002,-1.5950000000000073
30,11.78900000000003,84.34300000000005,-1.7649999999999904,11.12700000000004
31,-3.0319999999999983,78.30200000000006,1.4440000000000017,-3.983999999999967
32,10.37900000000002,-2.55999999999999,-3.9340000000000046,8.030000000000024
33,2.1479999999999912,2.1599999999999913,-5.329999999999999,-3.8399999999999963
34,-6.76499999999996,82.51200000000004,2.6449999999999942,-0.8009999999999899
35,-8.031999999999949,91.87200000000006,6.778000000000009,11.254000000000062
36,1.3679999999999932,-3.764999999999995,6.270999999999993,12.271000000000045
37,11.160000000000014,10.159999999999997,-1.081000000000011,7.163999999999984
38,4.789000000000024,97.47600000000004,7.861000000000029,22.34300000000005
39,7.538000000000043,77.15800000000006,6.158000000000069,7.158000000000051
40,2.5119999999999956,8.656000000000027,6.44,6.789000000000006
41,8.172000000000034,7.160000000000025,-4.333999999999994,-7.570999999999995
42,4.850000000000035,61.57300000000004,1.0909999999999953,-5.078000000000003
43,12.588000000000068,82.44400000000006,1.8720000000000274,4.682000000000006
44,2.789000000000024,16.512000000000043,-6.560000000000002,1.511999999999996
45,-2.081000000000008,10.673999999999971,-8.575000000000001,-0.10100000000000642
46,6.235000000000017,77.99400000000004,5.548000000000034,-9.764999999999963
47,-12.64999999999995,95.63600000000007,7.206000000000053,-3.2699999999999982
48,1.8859999999999943,5.3680000000000065,-1.2110000000000067,8.645000000000042
49,3.1639999999999935,6.918999999999975,0.15199999999999603,-6.58699999999998
50,-3.2470000000000105,86.95800000000004,1.861000000000017,3.6810000000000196
51,1.0640000000000023,76.63400000000006,-2.841999999999994,2.7780000000000014
52,4.753000000000033,2.475999999999993,18.645000000000042,2.10199999999999
