,Solo,Naive,Sensitive,Adjust
0,5.503999999999998,6.641999999999998,-5.156000000000002,0.5139999999999976
1,39.96000000000019,-2.344000000000012,7.924999999999979,-9.695000000000018
2,3.26999999999998,92.26999999999984,3.4219999999999846,3.731999999999986
3,12.5,79.25,8.25,16.25
4,5.439999999999998,3.163999999999998,12.843999999999998,-5.028000000000002
5,-7.502000000000013,-1.040000000000017,-6.075000000000015,-2.9580000000000126
6,-3.7300000000000137,84.5799999999999,-10.92300000000002,-17.192
7,-1.5,90.25,3.75,6.25
8,0.10999999999999766,-4.624000000000002,5.769999999999998,-4.220000000000002
9,4.766999999999982,-1.426000000000018,-4.537000000000019,-13.151000000000016
10,-0.23300000000000887,80.61499999999998,-3.5780000000000163,-4.1570000000000125
11,1.75,78.5,-3.25,-2.0
12,-7.220000000000002,-1.8900000000000023,-3.2100000000000026,-7.2840000000000025
13,3.807999999999989,-0.5020000000000111,-10.923000000000016,-4.233000000000016
14,8.000999999999982,69.30500000000012,-6.309000000000018,5.807999999999985
15,2.5,70.5,-5.0,-3.0
16,2.3119999999999976,4.045999999999998,-5.2840000000000025,-2.8260000000000023
17,-0.5780000000000072,-2.964000000000019,-1.5020000000000184,-3.3090000000000117
18,8.07699999999998,74.19400000000009,-11.309000000000017,4.614999999999984
19,-9.5,89.5,2.75,2.75
20,-7.688000000000002,-2.4860000000000024,-3.5500000000000025,-3.1560000000000024
21,-2.8820000000000165,0.035999999999991594,2.228999999999985,-1.5780000000000172
22,-9.730000000000018,88.26999999999987,-8.350000000000016,-3.1920000000000126
23,-4.0,81.25,1.5,4.75
24,6.641999999999998,6.045999999999998,-12.018000000000002,0.09999999999999787
25,-8.11600000000002,-4.0400000000000125,-0.9230000000000157,-8.19200000000001
26,-0.040000000000009805,72.4630000000001,-9.99900000000002,-5.695000000000016
27,2.25,77.0,1.75,-2.0
28,0.0459999999999976,7.833999999999998,-7.294000000000002,1.0459999999999976
29,-4.964000000000015,-2.157000000000012,-9.771000000000017,-4.999000000000018
30,1.4219999999999888,68.30500000000009,-4.9230000000000205,-7.578000000000019
31,-9.5,72.25,-6.25,11.0
32,0.0459999999999976,-2.0280000000000022,-5.358000000000002,-2.6240000000000023
33,1.4219999999999855,-10.689000000000021,-5.309000000000016,-1.0750000000000102
34,2.380999999999986,76.00100000000006,-10.461000000000016,-2.0400000000000142
35,6.75,77.5,5.25,0.0
36,2.7059999999999977,-2.8160000000000025,3.163999999999998,-1.8900000000000023
37,-10.847000000000019,-10.268000000000018,-9.420000000000018,-12.233000000000017
38,-8.075000000000017,78.00099999999998,-1.8470000000000106,-7.426000000000018
39,5.0,85.75,-2.75,-7.5
40,-8.560000000000002,-8.348000000000003,-10.486000000000002,1.6419999999999977
41,-0.8060000000000072,-3.157000000000017,-1.4200000000000133,6.538999999999986
42,-2.0400000000000134,84.34599999999989,0.6909999999999911,-12.385000000000018
43,-6.0,68.5,5.5,0.25
44,-17.229999999999997,4.843999999999998,-8.028000000000002,1.3119999999999976
45,-1.5370000000000115,-4.771000000000009,-1.9230000000000134,-0.1570000000000158
46,-5.537000000000017,81.00099999999999,-0.999000000000011,-3.6540000000000092
47,7.5,81.0,2.25,-9.75
48,1.6519999999999975,4.971999999999998,5.897999999999998,-0.7520000000000024
49,-12.888000000000018,0.4979999999999827,-1.4670000000000059,-0.3090000000000165
50,-15.999000000000018,87.53899999999994,0.9599999999999871,-2.5370000000000146
51,1.75,86.5,5.75,-4.5
52,-0.3580000000000023,-9.284000000000002,-3.7620000000000022,-14.752000000000004
53,-18.039999999999996,8.918999999999983,7.111999999999984,-5.578000000000016
54,-4.65400000000001,75.88399999999996,-5.964000000000013,-4.233000000000016
55,9.75,75.0,-5.25,-0.75
56,-4.092000000000002,2.3759999999999977,-16.560000000000002,-2.432000000000002
57,-8.654000000000018,7.000999999999985,9.46299999999998,-1.0750000000000195
58,-9.385000000000018,95.57999999999983,-14.613,-6.806000000000021
59,2.25,78.5,-4.75,-0.75
60,10.641999999999998,69.8440000000001,-0.6240000000000023,-3.6880000000000024
61,-3.8060000000000196,72.0360000000001,-5.730000000000011,-1.3440000000000119
62,16.656000000000045,5.766999999999984,-6.116000000000017,0.7319999999999874
63,3.75,3.75,37.0,15.5
64,5.439999999999998,77.64200000000002,-0.5600000000000023,-7.0820000000000025
65,-11.654000000000018,75.27000000000005,-5.502000000000016,-1.0400000000000187
66,-0.3850000000000112,-2.6130000000000173,-4.116000000000011,-10.847000000000017
67,2.5,-6.0,-4.75,8.0
68,-2.496000000000002,66.56800000000015,6.705999999999998,1.7159999999999975
69,-2.578000000000013,69.49800000000013,3.3459999999999885,-6.233000000000017
70,5.421999999999987,-6.19200000000002,7.690999999999985,5.883999999999983
71,-2.25,2.5,0.75,4.25
72,-3.7520000000000024,79.84400000000002,2.4399999999999977,2.3119999999999976
73,7.766999999999986,74.07700000000007,-11.730000000000018,-8.923000000000016
74,4.035999999999987,-7.4200000000000195,-4.040000000000017,-11.461000000000018
75,3.25,0.0,-7.25,3.0
76,-6.560000000000002,84.65199999999996,-11.432000000000002,4.971999999999998
77,-8.502000000000018,71.57400000000004,-6.806000000000019,1.3049999999999868
78,1.2699999999999836,-11.075000000000017,13.65599999999998,-3.4260000000000126
79,-1.5,-8.0,7.0,0.25
80,-16.486000000000004,74.43000000000008,-2.2940000000000023,-0.7520000000000024
81,-7.771000000000015,71.88400000000007,0.000999999999985679,-6.11600000000002
82,-10.07500000000002,-5.040000000000013,-3.7710000000000186,6.228999999999984
83,6.25,5.75,0.25,7.25
84,-4.156000000000002,76.44000000000003,12.173999999999998,-1.4220000000000024
85,-7.578000000000016,92.88399999999987,-2.1920000000000153,-1.3850000000000167
86,-2.771000000000012,-8.73000000000002,-4.61300000000002,5.959999999999986
87,-4.75,0.25,0.25,-3.75
88,-7.422000000000002,70.57800000000015,-3.4220000000000024,-12.570000000000002
89,-2.268000000000012,84.26999999999991,6.0709999999999855,-6.040000000000014
90,-4.426000000000011,-4.0050000000000106,6.1179999999999835,-0.7710000000000103
91,-1.75,1.5,-9.25,0.5
92,-0.8260000000000023,91.1099999999999,-9.220000000000002,-6.496000000000002
93,-8.38500000000001,74.95999999999997,-8.964000000000018,-4.847000000000017
94,-3.578000000000013,10.421999999999985,-1.9230000000000174,10.766999999999985
95,-3.75,3.5,-9.0,-3.75
96,-1.6880000000000024,87.44999999999996,-10.230000000000002,0.5139999999999976
97,-5.92300000000002,78.31100000000002,-1.4610000000000154,-8.695000000000013
98,-7.812000000000014,13.80799999999998,-4.7300000000000155,10.19399999999998
99,6.0,9.0,1.75,5.5
100,3.1739999999999977,72.56800000000008,-3.2940000000000023,-4.772000000000002
101,-8.537000000000019,89.34599999999986,2.614999999999989,-2.4610000000000123
102,-0.9990000000000125,-7.771000000000017,-6.344000000000014,-4.192000000000021
103,9.5,-6.75,-5.25,-7.25
104,-5.2840000000000025,73.17400000000006,-2.0280000000000022,-8.880000000000003
105,1.8429999999999849,78.15299999999998,-9.841000000000015,1.1529999999999831
106,-2.040000000000008,4.228999999999989,-3.7300000000000164,-9.461000000000018
107,-2.75,7.75,-4.25,-6.0
108,-2.496000000000002,84.10999999999993,-4.220000000000002,-6.964000000000002
109,-4.38500000000001,98.57999999999976,-2.7300000000000137,-1.8820000000000094
110,0.22899999999998977,-2.0400000000000142,-0.7300000000000123,3.497999999999987
111,-3.75,2.25,-4.5,-0.75
112,-5.826000000000002,94.98199999999984,-10.220000000000002,1.6419999999999977
113,-9.80600000000002,74.57400000000005,1.421999999999993,-19.384999999999962
114,-6.26800000000002,-5.730000000000014,-4.69500000000001,2.000999999999988
115,2.0,7.0,2.25,-1.5
116,3.7159999999999975,73.64200000000008,-2.2940000000000023,-5.954000000000002
117,-3.233000000000013,86.80799999999991,-1.3090000000000144,-1.1920000000000164
118,-12.964000000000018,-12.426000000000013,-4.2330000000000165,-10.075000000000019
119,-3.5,-5.75,-8.0,1.25
120,8.651999999999997,-1.0920000000000023,8.311999999999998,13.109999999999998
121,77.15299999999992,-1.5370000000000164,-1.5780000000000083,3.187999999999983
122,3.076999999999982,67.88400000000013,11.690999999999981,6.076999999999981
123,0.75,83.5,-2.0,6.0
124,4.311999999999998,-5.826000000000002,-17.88999999999995,-0.43200000000000216
125,25.843000000000202,-4.9990000000000165,12.807999999999982,2.766999999999985
126,-1.5020000000000162,74.036,-4.771000000000014,-0.3090000000000104
127,8.0,77.75,10.5,-0.5
128,2.099999999999998,-0.3580000000000023,-1.4220000000000024,-1.0280000000000022
129,0.9599999999999872,-1.771000000000012,-0.7300000000000141,-4.654000000000015
130,-7.075000000000016,80.34600000000002,-5.3850000000000176,-5.461000000000018
131,1.5,68.0,8.0,10.5
132,-3.4120000000000026,-6.358000000000002,1.5039999999999978,-9.624000000000002
133,1.538999999999982,0.19399999999998685,3.3109999999999804,-10.116000000000012
134,-7.8060000000000205,82.26999999999997,-9.157000000000014,2.111999999999983
135,-5.75,76.75,5.25,1.5
136,1.0459999999999976,-5.422000000000002,8.045999999999998,2.4399999999999977
137,3.269999999999984,-6.23300000000001,-10.192000000000018,0.6909999999999902
138,-6.771000000000017,72.69100000000009,-2.999000000000014,2.0009999999999843
139,3.0,76.25,1.0,-13.25
140,-12.358000000000002,0.4499999999999975,-5.826000000000002,-2.166000000000002
141,-6.502000000000017,1.5739999999999903,-1.9990000000000183,-4.11600000000001
142,-7.268000000000015,81.26999999999994,-2.0400000000000085,1.1119999999999925
143,-0.75,77.75,1.25,8.25
144,-9.018000000000002,-2.964000000000002,-7.422000000000002,-0.6240000000000023
145,0.0359999999999866,0.5739999999999894,4.187999999999987,4.00099999999998
146,-1.5370000000000177,77.61499999999997,-3.5020000000000104,1.30499999999999
147,2.25,87.75,-5.0,4.5
148,-5.954000000000002,-3.5500000000000025,-10.880000000000003,4.2479999999999976
149,1.731999999999989,-5.192000000000015,7.228999999999982,2.152999999999984
150,-4.502000000000017,79.69099999999992,-7.695000000000014,5.3869999999999845
151,4.5,83.25,-12.75,5.0
152,5.311999999999998,-6.358000000000002,-1.6340000000000021,-3.6880000000000024
153,-3.6540000000000106,-13.385000000000018,0.26999999999998614,-3.040000000000016
154,5.690999999999985,75.80800000000005,-2.8820000000000103,-5.80600000000002
155,-5.75,77.0,0.0,2.5
156,-14.082000000000003,8.311999999999998,-3.0920000000000023,-7.560000000000002
157,9.538999999999989,5.11799999999998,-5.695000000000015,-4.923000000000017
158,4.00099999999998,82.26999999999992,-3.8820000000000157,-2.0400000000000156
159,-4.0,88.25,-4.5,-0.5
160,-5.220000000000002,-8.890000000000002,3.1199999999999974,-8.220000000000002
161,1.345999999999993,2.842999999999984,-6.385000000000019,1.8079999999999847
162,-9.07500000000002,75.42200000000008,10.497999999999982,-3.8120000000000127
163,-1.25,86.0,-10.25,5.25
164,-3.634000000000002,3.7159999999999975,-5.220000000000002,3.7159999999999975
165,-7.07500000000002,-2.806000000000014,-3.4610000000000127,0.538999999999987
166,-3.771000000000017,80.88399999999994,1.6149999999999833,4.959999999999988
167,-8.25,74.5,11.75,-4.25
168,6.4499999999999975,9.503999999999998,-3.570000000000002,-2.6140000000000025
169,-10.654000000000016,-1.461000000000018,-6.309000000000019,-0.08100000000000651
170,-9.420000000000009,85.61499999999992,1.0359999999999876,3.7319999999999798
171,1.75,75.5,-3.5,-4.75
172,4.109999999999998,-9.954000000000002,2.7059999999999977,2.1099999999999977
173,-1.1920000000000126,4.53899999999998,-5.695000000000009,8.269999999999982
174,-6.847000000000015,76.96000000000001,-7.116000000000019,-7.806000000000013
175,6.5,84.0,10.25,-3.25
176,8.449999999999998,-5.422000000000002,5.9179999999999975,1.3759999999999977
177,-10.385000000000016,-4.57800000000001,-1.7710000000000141,-15.654000000000018
178,3.1529999999999863,78.767,-7.426000000000013,-7.49600000000002
179,7.75,72.75,4.0,7.0
